heroId,apm,casts,abilityCasts,kills,deaths,assists,networth,xp,cs,dn,neutrals,heroDamage,towerDamage,physicalDamage,magicalDamage,pureDamage,disableCount,disableDuration,stunCount,stunDuration,slowCount,slowDuration,healingSelf,healingAllies,invisibleCount,runePower,runeBounty,supportGold,level,campsStacked,ancients,goldLost,goldFed,weakenCount,weakenDuration,physicalItemDamage,magicalItemDamage,healingItemSelf,healingItemAllies,attackDamage,castDamage,damage,kDAAverage
12,0.39511612276902397,0.08191121422166554,0.04591594031074128,0.5043804755944932,0.1996047430830039,0.17183348095659878,0.7043855708922577,0.6107752876618648,0.7053930306525461,0.4186770428015564,0.6318704139554201,0.5239671735521763,0.37183584443660106,0.5195976970644679,0.23384000541385946,0.0003282613216741755,0.0017227877838684417,0.001547960420623596,0.0006694560669456066,0.0008448151284768323,0.027342118254661447,0.26092857902803696,2.330436018753019e-06,0.0,0.0002124461354586502,0.0,0.4095238095238095,0.0059891274302036265,0.6689189189189184,0.08150470219435738,0.5520628683693518,0.7926680972818314,0.39329187163987206,0.002801120448179272,0.0026035429773956487,0.0,0.040542944250561194,0.29279093196307115,0.0007396712730169343,0.2532046947868449,0.22161494160139056,0.5515773957139157,0.5459183673469388
13,0.4346202673437386,0.19855819183307474,0.1322882590144978,0.7096370463078848,0.40909090909090895,0.41098317094774117,0.6309559079705189,0.6410579492572199,0.5490545594351822,0.37976653696498053,0.30056763117818086,0.7055188520965414,0.24692821847701404,0.2673253251830265,0.5029328831809431,0.00022721671288521917,0.38057948316366486,0.3121350922432153,0.07972105997210599,0.38527161877078364,0.0002886112482436487,1.463477864548855e-05,0.00010545222984857409,0.0,0.009643842608781511,0.979557069846678,0.9428571428571427,0.11177949480722907,0.6908783783783785,0.18808777429467083,0.13261296660117877,0.5720195517405822,0.5711846725177736,0.0009184001469440236,0.002249695323264715,0.012112499935939814,0.4333379580714131,0.49709627726487704,0.008524000199142267,0.3233219488797582,0.49504340225335347,0.6950791823314032,0.6428571428571428
14,0.3154357404226721,0.1715865583056975,0.11680974231745962,0.5056320400500626,0.9525691699604741,0.5509300265721876,0.2409461858122519,0.21638089795625204,0.19768620460661984,0.21011673151750976,0.1683511006506992,0.41022393184045436,0.06691051575046326,0.04245125216196365,0.33332907242540905,0.1981126577886414,0.006421299921691465,0.003431182130329288,0.06538354253835425,0.1653647902053944,0.030243420802794966,0.2735990451619977,0.19330850253755352,0.01749372370491302,0.004975493245151553,0.23339011925042588,0.507936507936508,0.5007042160824524,0.2533783783783785,0.0658307210031348,0.10412573673870333,0.4948855507868386,0.83972174666607,0.027414244386279107,0.06400269758521847,0.13186661131866612,0.1503786948989139,0.2055339971429181,0.02947661145210273,0.05536485151089613,0.4617665569788881,0.3859040660358011,0.10204081632653073
15,0.33231274736763494,0.09372464737613685,0.04727717156636735,0.7309136420525658,0.6067193675889326,0.4224977856510185,0.5838942326489016,0.49421085132610587,0.5226661074411939,0.7828793774319066,0.3310258895195902,0.7514372126408047,0.28752867731403864,0.5600710782571612,0.35254940146775743,0.0005084308093031611,0.0059514487079091625,0.003974334699104213,0.00016736401673640166,0.0003799250373362696,0.02365852732313067,0.06973750782263763,0.027874927829309542,4.932255471104381e-06,0.004182978858401442,0.22998296422487222,0.4349206349206348,0.08698055837095733,0.5557432432432434,0.29467084639498436,0.2288801571709234,0.36057463042441595,0.762778200348994,0.5986591357854618,0.24959268183039868,0.09214417129181209,0.1688242848554058,0.37490005543591814,0.010181148339651358,0.48453216830498774,0.4663327600407142,0.7739922750140747,0.41836734693877564
16,0.2588305578373534,0.0776057159936805,0.036687377873405494,0.4080100125156446,0.7272727272727271,0.5978742249778565,0.4253214003035677,0.3817434350484141,0.39271608821781834,0.16731517509727628,0.20545479717568882,0.5710984148994561,0.06764537192270362,0.04869144928566351,0.63168874819538,0.0002961836680903799,0.003602192638997651,0.0025112876180734627,0.17550906555090656,0.3310045079832612,0.012091292294839174,0.10480568963026045,3.84521943094248e-05,6.905157659546134e-06,0.35491693391748896,0.13969335604770014,0.36190476190476184,0.27535506969764784,0.43918918918918903,0.19122257053291536,0.3310412573673871,0.4517167381974252,0.7522942477198815,0.11360609817697573,0.1731438412669429,0.009583403799537742,0.1081477212492485,0.2226405087311571,0.013772821348050895,0.06017232710944679,0.6256569986946058,0.6533467721178179,0.2551020408163267
17,0.4220745276678367,0.19769709218747775,0.1134871671021143,0.8435544430538174,0.4209486166007903,0.2807794508414526,0.6026017850890417,0.6407909559531311,0.5331166334626541,0.4404669260700389,0.5036688356638516,0.6108785941427057,0.2211668909379688,0.323902670173194,0.39521249398460057,0.0002464633050354966,0.003758809710258418,0.003265747520432882,0.0912691771269177,0.14452072111153633,0.052079140242281545,0.12167122667785414,4.253045734224259e-05,9.864510942208762e-07,0.008637812726830509,1.0,0.9999999999999999,0.11779494807229071,0.7010135135135136,0.1818181818181818,0.2524557956777997,0.5927873152122081,0.5746180963572269,0.31519493043118896,0.10206656909936626,0.009583403799537742,0.3532019196220522,0.5728409308969957,0.0038085958336593097,0.3911646238218246,0.3857137722526882,0.5642671599849979,0.5867346938775511
18,0.30931222462848196,0.09050797762564225,0.03206211898332126,0.5506883604505631,0.3221343873517786,0.19220549158547384,0.7663632438124417,0.7444085590871017,0.803921568627451,0.38599221789883265,0.8351100650699155,0.5086072759514937,0.46006132533309807,0.6444542374487645,0.12433980991337824,0.0002967182956501097,0.0007830853563038372,0.0006597864087903851,0.1328870292887029,0.19956356974801992,0.009607716553374094,0.025512832842487503,9.321744075012075e-06,1.9729021884417523e-06,0.011895082501698203,0.06814310051107322,0.5365079365079365,0.0325518948019639,0.7922297297297294,0.25078369905956116,0.8831041257367388,0.5063662374821174,0.5893055205593325,0.00078064012490242,0.0004837503606629723,0.007397670259161887,0.023216185160282753,0.9825710006183237,0.006735275918721507,0.6192674653120899,0.22029157626920332,0.7104290578442437,0.4234693877551021
19,0.3739078485549999,0.1198636473619038,0.060304008313756485,0.49436795994993743,0.4999999999999998,0.5013286093888397,0.39133120586909076,0.3637135802006508,0.3251197092027542,0.3346303501945525,0.20420877751626748,0.49826290046955246,0.24297543677755232,0.25825905655459996,0.41757173363811356,0.0001689423088746571,0.0021926389976507444,0.0014898875044652704,1.0,0.2264539731178859,0.006281092165723616,0.015599512545722066,3.1460886253165745e-05,4.932255471104381e-06,0.0147111819740167,0.33219761499148204,0.565079365079365,0.29675797343723265,0.41216216216216184,0.11598746081504702,0.18860510805500982,0.7027539341917026,0.5918087644148462,0.0012398401983744318,0.001446677043026521,0.008499505455365425,0.04486351686428529,0.24490682501439204,0.014900108817023819,0.20776801141912704,0.4787015036886753,0.5555640898464727,0.45918367346938793
20,0.35568665521619025,0.09484905848361064,0.05488835708169583,0.1602002503128911,0.9584980237154148,0.8299379982285205,0.056811636007260025,0.10232947754406752,0.05780993324245921,0.21867704280155642,0.05260971895334347,0.2706586400535108,0.08361642989499692,0.10459165541260929,0.35372616397978823,5.560126621191247e-05,0.0,0.00029768469627376845,0.1600557880055788,0.27507470707779624,0.00012911555842479025,0.00012288568100735596,0.06511354758196872,1.1837413130650514e-05,0.004494043725644589,0.10902896081771721,0.5301587301587302,0.8343315212383672,0.12331081081081097,0.3855799373040753,0.03536345776031434,0.7098593228421557,0.7628064589814176,0.202002112320338,0.5162124981406533,0.003833361519815097,0.01698168247971341,0.19177362956013733,0.11580122756982424,0.12510994377120135,0.3393898677858236,0.2741826623337891,0.11734693877551039
21,0.35068329475020554,0.11898119813831678,0.07846107683638147,0.6645807259073843,0.4565217391304346,0.3312666076173605,0.46971664991281337,0.4097129353571738,0.3994617454825067,0.5276264591439689,0.24408140661774885,0.5375470830194464,0.2995483323038913,0.4335693131471083,0.21941244586140518,0.0003656852508552704,0.005324980422866093,0.0036932422645899665,0.11425383542538355,0.20896153362612888,0.00044810693806250705,3.9955268682921065e-05,3.6121758290671786e-05,0.0,0.00471338129055324,0.39522998296422485,0.5301587301587302,0.28975530136499456,0.4594594594594592,0.19435736677115986,0.18762278978389,0.6249880782069623,0.5816097529960038,0.0002296000367360059,0.00022266421668942402,0.011892132896699107,0.4783864644588879,0.2652701967975096,0.013296302354857294,0.5272273365579652,0.20623507342555464,0.4380612033949409,0.4693877551020409
22,0.32267941154506763,0.17508788909605882,0.1287754041612693,0.704630788485607,0.3300395256916995,0.6377325066430467,0.4796664404824067,0.38777342417351135,0.3392401523889413,0.22412451361867702,0.1785961511837187,1.0,0.06483141048266126,0.011249318833368868,0.9999999999999998,0.00025822511134955496,0.001879404855129209,0.001277604155483157,0.18800557880055788,0.08566135278181113,0.00018228078836440967,4.971178777991338e-05,4.8939156393813387e-05,0.0,0.00528881564962832,0.645655877342419,0.8031746031746031,0.11454370746732304,0.4459459459459456,0.2382445141065831,0.12082514734774069,0.8188841201716741,0.4597467555557649,0.0,0.00028084599229109776,0.0007738470447755074,0.2299241898704006,0.26181078228609195,0.012535294410503333,0.00905670844818917,1.0,1.0,1.0000000000000002
23,0.3889179299529536,0.13449522481105622,0.04785532892762788,0.38923654568210264,0.4407114624505928,0.6209034543844109,0.537867328595917,0.4536075713680128,0.5120058718674635,0.3151750972762646,0.2799390834833172,0.5610020377641927,0.1612630150886791,0.3847537138389367,0.28732893707892204,0.0002710561727830733,0.3486296006264683,0.2604126202694974,0.20418410041841004,0.36694403496968203,0.023020544563855234,0.2385143701911395,4.660872037506037e-05,3.945804376883505e-06,0.024212680919330952,0.3509369676320272,0.4380952380952381,0.12706164194232006,0.5202702702702702,0.16614420062695925,0.2966601178781926,0.5380662851692897,0.6220148875895151,0.026587684254029485,0.05266896088263583,0.2687068554648463,0.24170304201040924,0.26167085989637745,0.014487599837841297,0.21281531180111302,0.4451654149310481,0.5952578032244912,0.5816326530612246
25,0.338585617205586,0.12295933617045501,0.07655828045754934,0.7359198998748434,0.5375494071146243,0.2090345438441098,0.63959550956186,0.6166897358249586,0.5948061934221104,0.3836575875486381,0.42641561677973144,0.6536805310186821,0.43020520824141883,0.2778671784301182,0.47649783445620786,0.0004047130627155551,0.014565387627251371,0.009770402137864127,0.11843793584379358,0.22208552596131398,0.00038734667527437066,9.082854683152396e-05,5.5930464450072445e-05,0.0,0.02278211521971006,0.5502555366269164,0.638095238095238,0.25264903713259007,0.6604729729729732,0.2664576802507837,0.40667976424361496,0.4334883166428234,0.6856910059837653,0.0005510400881664143,0.0009239558704039371,0.012419988827903593,0.3094092074977677,0.3556334086693247,0.012058775417309731,0.3383864126257635,0.4678561022780543,0.6593648090693003,0.31122448979591844
26,0.18251064147561802,0.09553936150528758,0.059725850952495954,0.3053817271589486,0.9169960474308301,0.5518157661647473,0.0410937123961429,0.04359641541972192,0.015937925972528064,0.0894941634241245,0.012737089851862102,0.20643151267880433,0.021337024618371125,0.03678441964603028,0.35662370668912413,4.651259769650369e-05,0.00046985121378230227,0.0003660057741070923,0.2912691771269177,0.6391313117637225,0.00019747085406144385,8.455649884060035e-05,1.1652180093765094e-06,0.0,0.005967502632704277,0.10051107325383304,0.5238095238095238,0.9264719432415,0.05574324324324298,0.26332288401253917,0.00392927308447937,0.7941225560324274,0.6879045988569383,0.0008265601322496212,0.00014417370809471333,0.00032542574399499816,0.003312023963258236,0.12480011087183641,0.02376193964566901,0.04951774992342944,0.34309039644369943,0.2570322784132647,0.03061224489795933
27,0.10469718467627509,0.08724149219317098,0.04262263888583953,0.17521902377972465,1.0,0.6758193091231176,0.10328685406076055,0.04663326908319032,0.11415189961902762,0.11206225680933851,0.04333379482209608,0.22478472365739788,0.27805137651107387,0.30055677968109556,0.1635481833493744,8.447115443732854e-05,0.00015661707126076742,0.0003684458126011396,0.20652719665271968,0.5902370317769301,0.00023544601830402919,7.410308552239429e-05,0.11275523372234136,9.864510942208762e-07,0.005961680562996518,0.08517887563884155,0.5587301587301586,0.9264456174066419,0.05574324324324298,0.2163009404388715,0.040275049115913564,0.6137577491654747,0.798360528342231,0.0008265601322496212,0.00016832463381616283,0.0002844272250664945,0.0,0.13035436344640838,0.03642881019608401,0.034930046289072654,0.14731682994927545,0.2645668770187797,0.0
28,0.38899260697483384,0.10795058284347911,0.06967893970331013,0.623279098873592,0.6146245059288535,0.39681133746678465,0.4950081626163467,0.444769468456927,0.4065569186676452,0.48249027237354014,0.29018413401633675,0.41103014868789756,0.18285648107297275,0.6954775274243609,0.0,0.0002133163963322411,0.0,8.247330109879814e-05,0.4337517433751743,1.0,0.03107127938328333,0.2662087142440997,1.2817398103141601e-05,9.864510942208762e-07,0.004089588107579017,0.1584327086882453,0.4095238095238095,0.023956509720814513,0.5050675675675675,0.07523510971786834,0.47249508840864446,0.4293156890796379,0.7428888328949321,0.25453460072553613,0.6618451417028124,0.014551911812185783,0.025057186665101372,0.28289908530734953,0.002556844448553729,0.6227700629323346,0.1325575401999463,0.4152572149031599,0.3214285714285714
29,0.39212904189380937,0.15033661167964246,0.08692120227457352,0.22152690863579472,0.4584980237154148,0.7280779450841451,0.42615721051383226,0.3362928994614074,0.4202928943413372,0.31284046692607004,0.2727398587844386,0.3952782537005308,0.1452671402100062,0.3333565522306726,0.23798123195380172,0.00013686465529086142,0.0,0.00022253151065711218,0.08736401673640166,0.21428186569442698,0.02159267838833403,0.23649453843998836,4.952176539850164e-05,7.89160875376701e-06,0.0015476011825217664,0.05962521294718906,0.28888888888888886,0.0850192836740335,0.38851351351351315,0.1818181818181818,0.44007858546168965,0.7069742489270388,0.5419840856801736,0.1761032281765165,0.30524519684742596,0.045867093051263526,0.17233197081434523,0.48920465448497896,0.42365738995611757,0.06666088775622242,0.4504714943054377,0.45126043759667467,0.5459183673469388
30,0.19550444328280203,0.09304857740645327,0.04822856975578341,0.4856070087609512,0.9209486166007903,0.4375553587245349,0.11787356676359872,0.10888564645558585,0.07542553563314812,0.10972762645914397,0.06880797452582028,0.45128099146005685,0.029828542751257393,0.031295282772999734,0.313366593479307,0.35624640128823853,0.0,0.00024156381091068092,0.30750348675034866,0.24870238330429786,6.835529563665375e-05,3.6006201429376536e-05,0.11831390623607199,0.27913113387621025,0.02249861607026692,0.08347529812606472,0.5047619047619047,0.9333166603045898,0.13175675675675658,0.2539184952978057,0.016699410609037332,0.7368264186933717,0.7129770704746745,0.00078064012490242,0.0002166264852590617,0.0002921144473655889,0.023027638146262682,0.14444254919937743,0.06218928472365454,0.04306559641245238,0.3332919104562303,0.4759576768171162,0.03571428571428581
31,0.23314166231050704,0.09946056732945244,0.05496154155780476,0.2703379224030038,0.9150197628458494,0.753764393268379,0.05749453291502271,0.04144251329696913,0.04749921358917901,0.03735408560311285,0.03308874428907656,0.3566598444899256,0.028870334421600637,0.037242637477195716,0.4813729397256978,0.00018284262542763523,0.22004698512137824,0.08116202441209712,0.0,5.871568758833257e-05,0.1022974974366764,0.4349981207085834,0.0002336262108799901,9.864510942208762e-06,0.011756184552955943,0.05281090289608173,0.5333333333333332,1.0,0.050675675675675436,0.27899686520376177,0.010805500982318273,0.8084883166428232,0.6743734236981602,0.20948707351793178,0.26370450683718194,0.0005457927832357056,0.01203854897064003,0.15859336687917103,0.09420851617675298,0.05069433608987361,0.46968227761076914,0.4222390365911355,0.15306122448979598
32,0.27062952729445156,0.0818756315916822,0.05424433369193728,0.9336670838548186,0.49802371541501955,0.3693534100974313,0.5077877181078021,0.7427855208438239,0.3474537765195204,0.5587548638132296,0.15630624394296,0.5560105154854522,0.15724267625518398,0.7694230814793755,0.05946259925409046,0.00020850474829467173,0.6009397024275646,0.44139661947306885,0.007252440725244073,0.008732058903577788,0.029651008240610635,0.2105721640935009,3.4956540281295274e-06,9.864510942208762e-07,1.0,0.20102214650766606,0.6095238095238095,0.17339511129246685,0.7719594594594597,0.0,0.1483300589390963,0.5827134000953744,0.6509988249118683,0.17692978830876613,0.16611464115109167,0.027107708234040045,0.03829638879105789,0.19924948295345513,0.0034245357495928247,0.7141138329779302,0.18594105002022707,0.5117149485096268,0.6275510204081634
33,0.2721977447539393,0.06940747804551729,0.03649709823552229,0.20901126408010018,0.8577075098814226,0.6474756421612043,0.23454294126999709,0.09388639981388525,0.24728251371849985,0.2614785992217899,0.34943929115326045,0.4622418072768403,0.22102350436777557,0.22550761721989243,0.3036757850096246,0.16792277411825213,0.2438527799530149,0.11830868243777413,0.458465829846583,0.8032844864864117,0.00010633045987923899,0.0,2.913045023441273e-06,0.0,0.0028132478463391837,0.06814310051107322,0.39047619047619053,0.4724302694449198,0.11317567567567544,0.24137931034482762,0.11394891944990178,0.5860634239389606,0.7055992125261097,0.0021123203379712543,0.002564572165436037,0.0011223344556677889,0.009975204288910945,0.18845547003262192,0.2182314744351116,0.03703183601763723,0.41076021048429584,0.5002083638048375,0.08673469387755106
34,0.3649466059293557,0.5792852161288945,0.28746862215586827,0.7083854818523155,0.4011857707509878,0.2781222320637732,0.6029910189499548,0.7258423755846335,0.487120338331411,0.45369649805447476,0.22843693756057043,0.8311504589969398,0.0,0.0,0.49687951154956683,0.4235560110582364,0.0,3.2208508121424155e-05,0.0039051603905160387,0.003564387623009366,0.00025063608400106337,9.268693142142726e-05,3.903480331411306e-05,0.0,0.001054982794595836,0.524701873935264,0.0,0.1585868291848205,0.7331081081081083,0.27586206896551724,0.518664047151277,0.6993085360038152,0.49896031781541933,0.22799283647885382,0.3203018353422818,0.00017168129801310928,0.5689779684592864,0.9367764013560478,0.025625342275769365,0.0,0.7916359181463555,0.7442313867796025,0.5204081632653061
35,0.12366514823388852,0.05723110206521584,0.03307206475362447,0.7521902377972466,0.42292490118577053,0.40921169176262173,0.6217906669018287,0.49010914717498455,0.5515710740624234,0.9416342412451363,0.35774608888273574,0.7847169907756171,0.46491716668137295,0.6605539365508091,0.2717701064725698,0.0003731700366914894,0.0,2.4400384940472832e-05,0.5709344490934449,0.2555721187521328,0.09265940075190825,0.395953460474715,2.913045023441273e-06,9.864510942208762e-07,0.013956095178245042,0.2879045996592844,0.24444444444444435,0.13689434126179723,0.5489864864864868,0.37931034482758624,0.4862475442043222,0.5669408679065335,0.575447016241649,0.3550075768012123,0.06802108229446237,0.01889775481860718,0.36186974603072963,0.3522326283021684,0.0025746250080012512,0.7581890050449887,0.2902207852095092,0.760252929145684,0.6479591836734695
