Heroes,Similarity
"[91, 111]",0.8240729541229997
"[111, 91]",0.8240729541229997
"[79, 121]",0.8224482488818992
"[121, 79]",0.8224482488818992
"[33, 123]",0.8219772572222597
"[123, 33]",0.8219772572222597
"[94, 53]",0.8217411461180445
"[53, 94]",0.8217411461180445
"[10, 113]",0.8217086964660015
"[113, 10]",0.8217086964660015
"[53, 19]",0.8206622599842582
"[19, 53]",0.8206622599842582
"[54, 61]",0.8203115643209459
"[61, 54]",0.8203115643209459
"[68, 14]",0.8202913130326204
"[14, 68]",0.8202913130326204
"[19, 25]",0.8192918194559933
"[25, 19]",0.8192918194559933
"[45, 52]",0.8191813702595142
"[52, 45]",0.8191813702595142
"[80, 114]",0.819058631636963
"[114, 80]",0.819058631636963
"[81, 61]",0.8181414538235885
"[61, 81]",0.8181414538235885
"[37, 20]",0.817816679785621
"[20, 37]",0.817816679785621
"[47, 92]",0.8177270754132416
"[92, 47]",0.8177270754132416
"[37, 73]",0.8176068761116516
"[73, 37]",0.8176068761116516
"[69, 78]",0.8170387754192967
"[78, 69]",0.8170387754192967
"[33, 26]",0.8166060673283275
"[26, 33]",0.8166060673283275
"[6, 114]",0.8161104046892594
"[114, 6]",0.8161104046892594
"[28, 78]",0.8158715240540763
"[78, 28]",0.8158715240540763
"[81, 114]",0.8150342474357591
"[114, 81]",0.8150342474357591
"[83, 40]",0.8142476114245678
"[40, 83]",0.8142476114245678
"[126, 10]",0.8138964437258753
"[10, 126]",0.8138964437258753
"[95, 44]",0.8137862502717427
"[44, 95]",0.8137862502717427
"[64, 110]",0.8134167910316951
"[110, 64]",0.8134167910316951
"[59, 126]",0.8133572154139224
"[126, 59]",0.8133572154139224
"[64, 78]",0.8133388887442297
"[78, 64]",0.8133388887442297
"[113, 126]",0.8127182958655826
"[126, 113]",0.8127182958655826
"[7, 86]",0.8124123401750042
"[86, 7]",0.8124123401750042
"[83, 14]",0.812018036165072
"[14, 83]",0.812018036165072
"[77, 136]",0.8116439113430283
"[136, 77]",0.8116439113430283
"[26, 87]",0.8109145777854212
"[87, 26]",0.8109145777854212
"[8, 61]",0.8106452971134942
"[61, 8]",0.8106452971134942
"[121, 83]",0.8101364676792706
"[83, 121]",0.8101364676792706
"[88, 19]",0.8098854523676119
"[19, 88]",0.8098854523676119
"[64, 5]",0.8094088465090379
"[5, 64]",0.8094088465090379
"[29, 47]",0.8085297271587302
"[47, 29]",0.8085297271587302
"[7, 128]",0.8081435634164816
"[128, 7]",0.8081435634164816
"[48, 25]",0.8074063178339406
"[25, 48]",0.8074063178339406
"[35, 6]",0.8072797755522548
"[6, 35]",0.8072797755522548
"[50, 27]",0.8070819235989791
"[27, 50]",0.8070819235989791
"[21, 136]",0.8070105214632752
"[136, 21]",0.8070105214632752
"[12, 70]",0.8060912014203024
"[70, 12]",0.8060912014203024
"[19, 86]",0.8056062178591784
"[86, 19]",0.8056062178591784
"[85, 136]",0.8052571259450404
"[136, 85]",0.8052571259450404
"[85, 87]",0.8046363188709885
"[87, 85]",0.8046363188709885
"[64, 20]",0.8040389811117538
"[20, 64]",0.8040389811117538
"[51, 30]",0.8033468397850697
"[30, 51]",0.8033468397850697
"[86, 33]",0.8033392063664186
"[33, 86]",0.8033392063664186
"[96, 55]",0.802972862617255
"[55, 96]",0.802972862617255
"[46, 6]",0.8024426840151989
"[6, 46]",0.8024426840151989
"[77, 18]",0.8021813458997723
"[18, 77]",0.8021813458997723
"[38, 90]",0.8020749304818106
"[90, 38]",0.8020749304818106
"[54, 104]",0.8018186220434936
"[104, 54]",0.8018186220434936
"[112, 75]",0.7998218651941079
"[75, 112]",0.7998218651941079
"[126, 11]",0.7990050720062062
"[11, 126]",0.7990050720062062
"[107, 128]",0.798727238445008
"[128, 107]",0.798727238445008
"[86, 72]",0.7986491851104843
"[72, 86]",0.7986491851104843
"[114, 44]",0.7976898920689769
"[44, 114]",0.7976898920689769
"[69, 98]",0.7973069159845891
"[98, 69]",0.7973069159845891
"[33, 119]",0.7966617635058367
"[119, 33]",0.7966617635058367
"[109, 92]",0.7966069429846118
"[92, 109]",0.7966069429846118
"[3, 30]",0.7965768898081081
"[30, 3]",0.7965768898081081
"[19, 105]",0.7962960107986394
"[105, 19]",0.7962960107986394
"[97, 26]",0.7960824712306066
"[26, 97]",0.7960824712306066
"[20, 73]",0.7959251967368235
"[73, 20]",0.7959251967368235
"[94, 21]",0.7952528409631685
"[21, 94]",0.7952528409631685
"[27, 136]",0.7941773266694033
"[136, 27]",0.7941773266694033
"[126, 13]",0.7941023641719176
"[13, 126]",0.7941023641719176
"[73, 98]",0.7939550225571621
"[98, 73]",0.7939550225571621
"[80, 93]",0.7939316979987887
"[93, 80]",0.7939316979987887
"[41, 80]",0.7930799088498925
"[80, 41]",0.7930799088498925
"[26, 107]",0.7921252116730347
"[107, 26]",0.7921252116730347
"[30, 26]",0.7908377319063499
"[26, 30]",0.7908377319063499
"[71, 7]",0.790628531270759
"[7, 71]",0.790628531270759
"[75, 121]",0.7905661563377442
"[121, 75]",0.7905661563377442
"[126, 94]",0.7904553214652619
"[94, 126]",0.7904553214652619
"[67, 2]",0.7902883781405197
"[2, 67]",0.7902883781405197
"[32, 16]",0.7899953011818839
"[16, 32]",0.7899953011818839
"[28, 29]",0.7894404755646267
"[29, 28]",0.7894404755646267
"[119, 86]",0.7882335837794693
"[86, 119]",0.7882335837794693
"[51, 7]",0.7861442084851311
"[7, 51]",0.7861442084851311
"[7, 88]",0.7857762535635336
"[88, 7]",0.7857762535635336
"[60, 78]",0.7856516963318357
"[78, 60]",0.7856516963318357
"[36, 34]",0.7850968122706512
"[34, 36]",0.7850968122706512
"[77, 44]",0.7850510072416736
"[44, 77]",0.7850510072416736
"[90, 51]",0.784778048803238
"[51, 90]",0.784778048803238
"[21, 10]",0.7840574769697374
"[10, 21]",0.7840574769697374
"[100, 50]",0.7838179018987795
"[50, 100]",0.7838179018987795
"[38, 135]",0.7836274968907763
"[135, 38]",0.7836274968907763
"[63, 95]",0.7820313771517998
"[95, 63]",0.7820313771517998
"[52, 90]",0.7817278697307294
"[90, 52]",0.7817278697307294
"[86, 30]",0.7816894810994559
"[30, 86]",0.7816894810994559
"[25, 49]",0.7813077252520034
"[49, 25]",0.7813077252520034
"[46, 44]",0.7808116164426333
"[44, 46]",0.7808116164426333
"[93, 70]",0.7806073056177123
"[70, 93]",0.7806073056177123
"[29, 20]",0.7799529944195541
"[20, 29]",0.7799529944195541
"[69, 73]",0.7795060017262501
"[73, 69]",0.7795060017262501
"[39, 112]",0.7779848430016284
"[112, 39]",0.7779848430016284
"[49, 7]",0.7778962706872465
"[7, 49]",0.7778962706872465
"[39, 2]",0.777368723644257
"[2, 39]",0.777368723644257
"[47, 43]",0.7769381177089065
"[43, 47]",0.7769381177089065
"[87, 119]",0.7768513359338681
"[119, 87]",0.7768513359338681
"[11, 53]",0.7766484589468958
"[53, 11]",0.7766484589468958
"[26, 119]",0.7762977427235512
"[119, 26]",0.7762977427235512
"[25, 59]",0.7762530960371274
"[59, 25]",0.7762530960371274
"[101, 75]",0.7750478683320384
"[75, 101]",0.7750478683320384
"[35, 46]",0.7745426724816219
"[46, 35]",0.7745426724816219
"[53, 135]",0.7739963150871182
"[135, 53]",0.7739963150871182
"[61, 18]",0.7724370771209264
"[18, 61]",0.7724370771209264
"[28, 37]",0.7724350008242516
"[37, 28]",0.7724350008242516
"[136, 61]",0.7721073093937706
"[61, 136]",0.7721073093937706
"[111, 107]",0.7714994232766119
"[107, 111]",0.7714994232766119
"[47, 31]",0.770659426849986
"[31, 47]",0.770659426849986
"[88, 128]",0.770309615539683
"[128, 88]",0.770309615539683
"[67, 40]",0.7697384523477901
"[40, 67]",0.7697384523477901
"[38, 7]",0.7693885590827271
"[7, 38]",0.7693885590827271
"[59, 11]",0.7680217466712517
"[11, 59]",0.7680217466712517
"[81, 136]",0.7680128939057541
"[136, 81]",0.7680128939057541
"[126, 19]",0.7676870408984118
"[19, 126]",0.7676870408984118
"[15, 106]",0.7675171583491508
"[106, 15]",0.7675171583491508
"[11, 25]",0.7668698768097622
"[25, 11]",0.7668698768097622
"[126, 135]",0.7645199587586107
"[135, 126]",0.7645199587586107
"[87, 91]",0.7645174767327206
"[91, 87]",0.7645174767327206
"[49, 10]",0.7642807157515721
"[10, 49]",0.7642807157515721
"[45, 72]",0.7642493190389668
"[72, 45]",0.7642493190389668
"[121, 101]",0.7634917342826508
"[101, 121]",0.7634917342826508
"[96, 51]",0.763241253843173
"[51, 96]",0.763241253843173
"[53, 38]",0.7629663986900296
"[38, 53]",0.7629663986900296
"[8, 80]",0.7624297432774959
"[80, 8]",0.7624297432774959
"[68, 121]",0.7619137348534315
"[121, 68]",0.7619137348534315
"[11, 18]",0.7613910708212474
"[18, 11]",0.7613910708212474
"[10, 61]",0.7608271799476723
"[61, 10]",0.7608271799476723
"[93, 44]",0.7606514659095113
"[44, 93]",0.7606514659095113
"[65, 39]",0.7599220475079036
"[39, 65]",0.7599220475079036
"[10, 25]",0.7594975817887011
"[25, 10]",0.7594975817887011
"[97, 51]",0.759472176590794
"[51, 97]",0.759472176590794
"[4, 82]",0.7582545102455458
"[82, 4]",0.7582545102455458
"[87, 121]",0.7579084668494276
"[121, 87]",0.7579084668494276
"[75, 83]",0.7571147027279731
"[83, 75]",0.7571147027279731
"[77, 70]",0.756383502484028
"[70, 77]",0.756383502484028
"[91, 100]",0.7562680218589056
"[100, 91]",0.7562680218589056
"[35, 12]",0.756181848639766
"[12, 35]",0.756181848639766
"[123, 86]",0.7559389359306309
"[86, 123]",0.7559389359306309
"[19, 135]",0.7558611642042102
"[135, 19]",0.7558611642042102
"[78, 110]",0.7550824298458035
"[110, 78]",0.7550824298458035
"[103, 79]",0.755028258042842
"[79, 103]",0.755028258042842
"[106, 11]",0.7548953526929812
"[11, 106]",0.7548953526929812
"[55, 69]",0.7548289345258872
"[69, 55]",0.7548289345258872
"[41, 81]",0.7545937795421974
"[81, 41]",0.7545937795421974
"[119, 51]",0.7543943495010336
"[51, 119]",0.7543943495010336
"[53, 49]",0.7543734339125445
"[49, 53]",0.7543734339125445
"[94, 114]",0.7541473557013832
"[114, 94]",0.7541473557013832
"[22, 90]",0.7540440914929049
"[90, 22]",0.7540440914929049
"[29, 98]",0.7538859572305161
"[98, 29]",0.7538859572305161
"[14, 84]",0.7537538207621982
"[84, 14]",0.7537538207621982
"[25, 7]",0.7528735658664257
"[7, 25]",0.7528735658664257
"[114, 93]",0.7527623675646978
"[93, 114]",0.7527623675646978
"[71, 27]",0.7524071684215332
"[27, 71]",0.7524071684215332
"[85, 100]",0.7514466846335762
"[100, 85]",0.7514466846335762
"[18, 44]",0.751212139513186
"[44, 18]",0.751212139513186
"[84, 101]",0.7509452866547542
"[101, 84]",0.7509452866547542
"[81, 77]",0.7505624661484266
"[77, 81]",0.7505624661484266
"[38, 13]",0.7505321550516836
"[13, 38]",0.7505321550516836
"[1, 136]",0.7501845371852998
"[136, 1]",0.7501845371852998
"[1, 80]",0.7500831470021984
"[80, 1]",0.7500831470021984
"[138, 135]",0.7499895706213151
"[135, 138]",0.7499895706213151
"[52, 88]",0.7495428310683083
"[88, 52]",0.7495428310683083
"[4, 104]",0.7490954480366687
"[104, 4]",0.7490954480366687
"[45, 38]",0.7481943780489975
"[38, 45]",0.7481943780489975
"[38, 128]",0.748014299163486
"[128, 38]",0.748014299163486
"[63, 89]",0.7476005286452413
"[89, 63]",0.7476005286452413
"[29, 92]",0.7470841907141775
"[92, 29]",0.7470841907141775
"[33, 30]",0.7459973354379119
"[30, 33]",0.7459973354379119
"[31, 65]",0.7448556711566213
"[65, 31]",0.7448556711566213
"[98, 110]",0.7448017088525579
"[110, 98]",0.7448017088525579
"[22, 25]",0.7439707447844841
"[25, 22]",0.7439707447844841
"[37, 69]",0.7437519568208575
"[69, 37]",0.7437519568208575
"[48, 59]",0.7432922608133078
"[59, 48]",0.7432922608133078
"[100, 103]",0.7430383442200457
"[103, 100]",0.7430383442200457
"[138, 49]",0.7421800457324351
"[49, 138]",0.7421800457324351
"[19, 49]",0.7417652765080058
"[49, 19]",0.7417652765080058
"[80, 21]",0.7414686215797158
"[21, 80]",0.7414686215797158
"[59, 53]",0.7410990958219666
"[53, 59]",0.7410990958219666
"[46, 63]",0.7409183981578026
"[63, 46]",0.7409183981578026
"[128, 30]",0.7401952474482886
"[30, 128]",0.7401952474482886
"[111, 50]",0.7389791533344825
"[50, 111]",0.7389791533344825
"[95, 6]",0.7389709846942734
"[6, 95]",0.7389709846942734
"[51, 33]",0.738663139338623
"[33, 51]",0.738663139338623
"[34, 98]",0.7384027650216386
"[98, 34]",0.7384027650216386
"[13, 53]",0.7375934515218058
"[53, 13]",0.7375934515218058
"[88, 72]",0.7368504957690766
"[72, 88]",0.7368504957690766
"[25, 72]",0.7353685827419892
"[72, 25]",0.7353685827419892
"[137, 34]",0.7353129060000491
"[34, 137]",0.7353129060000491
"[87, 51]",0.7352163823299274
"[51, 87]",0.7352163823299274
"[7, 123]",0.7349193030474632
"[123, 7]",0.7349193030474632
"[101, 68]",0.7347639148124068
"[68, 101]",0.7347639148124068
"[91, 27]",0.7346147320417374
"[27, 91]",0.7346147320417374
"[35, 70]",0.7341121916274087
"[70, 35]",0.7341121916274087
"[64, 43]",0.7340234233461762
"[43, 64]",0.7340234233461762
"[136, 93]",0.7338533976336201
"[93, 136]",0.7338533976336201
"[26, 111]",0.7336623487035284
"[111, 26]",0.7336623487035284
"[103, 136]",0.7334443658035531
"[136, 103]",0.7334443658035531
"[120, 48]",0.7331239799216973
"[48, 120]",0.7331239799216973
"[76, 13]",0.7327730961169984
"[13, 76]",0.7327730961169984
"[108, 137]",0.7326151539954123
"[137, 108]",0.7326151539954123
"[72, 128]",0.7321315810065414
"[128, 72]",0.7321315810065414
"[86, 105]",0.7319146390251376
"[105, 86]",0.7319146390251376
"[30, 107]",0.7317098325587157
"[107, 30]",0.7317098325587157
"[29, 110]",0.7302232578098458
"[110, 29]",0.7302232578098458
"[71, 86]",0.7297250198240172
"[86, 71]",0.7297250198240172
"[54, 41]",0.729676765710343
"[41, 54]",0.729676765710343
"[18, 1]",0.7296150107468681
"[1, 18]",0.7296150107468681
"[26, 123]",0.7294430373989726
"[123, 26]",0.7294430373989726
"[98, 43]",0.7293210488303128
"[43, 98]",0.7293210488303128
"[111, 121]",0.7292533416540585
"[121, 111]",0.7292533416540585
"[51, 71]",0.7289376486452566
"[71, 51]",0.7289376486452566
"[97, 107]",0.7288961045003275
"[107, 97]",0.7288961045003275
"[54, 82]",0.7288494372250504
"[82, 54]",0.7288494372250504
"[113, 106]",0.7284124252275469
"[106, 113]",0.7284124252275469
"[29, 73]",0.7283702105248054
"[73, 29]",0.7283702105248054
"[8, 82]",0.7280931271552783
"[82, 8]",0.7280931271552783
"[92, 28]",0.7272005101844958
"[28, 92]",0.7272005101844958
"[87, 30]",0.7271846266841727
"[30, 87]",0.7271846266841727
"[99, 46]",0.7268857962264098
"[46, 99]",0.7268857962264098
"[113, 13]",0.7268027118058753
"[13, 113]",0.7268027118058753
"[51, 72]",0.726336498768271
"[72, 51]",0.726336498768271
"[61, 94]",0.7260114358082965
"[94, 61]",0.7260114358082965
"[42, 102]",0.7258984581541564
"[102, 42]",0.7258984581541564
"[26, 100]",0.7256328404938828
"[100, 26]",0.7256328404938828
"[38, 137]",0.7250349493513537
"[137, 38]",0.7250349493513537
"[137, 51]",0.7243944713981122
"[51, 137]",0.7243944713981122
"[94, 93]",0.7238327756846281
"[93, 94]",0.7238327756846281
"[31, 84]",0.7236036113791361
"[84, 31]",0.7236036113791361
"[107, 96]",0.7231748746494258
"[96, 107]",0.7231748746494258
"[8, 135]",0.722780719713136
"[135, 8]",0.722780719713136
"[67, 84]",0.722088306006284
"[84, 67]",0.722088306006284
"[53, 128]",0.7220684819156052
